symbol,description,path,trade_mode,digits,spread,trade_contract_size,trade_currency,quote_currency,margin_currency,is_visible
IT.NYSE,Gartner Inc,Stock CFD's\NYSE\IT.NYSE,4,3,0,1.0,USD,USD,USD,False
BEN.NYSE,Franklin Resources,Stock CFD's\NYSE\BEN.NYSE,3,3,0,1.0,USD,USD,USD,False
GD.NYSE,General Dynamics,Stock CFD's\NYSE\GD.NYSE,4,3,0,1.0,USD,USD,USD,False
GIS.NYSE,General Mills,Stock CFD's\NYSE\GIS.NYSE,4,3,0,1.0,USD,USD,USD,False
GM.NYSE,General Motors,Stock CFD's\NYSE\GM.NYSE,4,3,0,1.0,USD,USD,USD,False
GL.NYSE,Globe Life Inc.,Stock CFD's\NYSE\GL.NYSE,4,3,0,1.0,USD,USD,USD,False
GPN.NYSE,Global Payments Inc.,Stock CFD's\NYSE\GPN.NYSE,4,3,0,1.0,USD,USD,USD,False
GWW.NYSE,Grainger (W.W.) Inc.,Stock CFD's\NYSE\GWW.NYSE,3,3,0,1.0,USD,USD,USD,False
HAL.NYSE,Halliburton Co.,Stock CFD's\NYSE\HAL.NYSE,4,3,0,1.0,USD,USD,USD,False
HBI.NYSE,Hanesbrands Inc,Stock CFD's\NYSE\HBI.NYSE,3,3,0,1.0,USD,USD,USD,False
HIG.NYSE,Hartford Financial Svc.Gp.,Stock CFD's\NYSE\HIG.NYSE,4,3,0,1.0,USD,USD,USD,False
HCA.NYSE,HCA Healthcare,Stock CFD's\NYSE\HCA.NYSE,4,3,0,1.0,USD,USD,USD,False
HSY.NYSE,The Hershey Company,Stock CFD's\NYSE\HSY.NYSE,4,3,0,1.0,USD,USD,USD,False
HPE.NYSE,Hewlett Packard Enterprise,Stock CFD's\NYSE\HPE.NYSE,4,3,0,1.0,USD,USD,USD,False
HLT.NYSE,Hilton Worldwide Holdings Inc,Stock CFD's\NYSE\HLT.NYSE,4,3,0,1.0,USD,USD,USD,False
HRL.NYSE,Hormel Foods Corp.,Stock CFD's\NYSE\HRL.NYSE,4,3,0,1.0,USD,USD,USD,False
HWM.NYSE,Howmet Aerospace,Stock CFD's\NYSE\HWM.NYSE,4,3,0,1.0,USD,USD,USD,False
HPQ.NYSE,HP Inc.,Stock CFD's\NYSE\HPQ.NYSE,4,3,0,1.0,USD,USD,USD,False
HUM.NYSE,Humana Inc.,Stock CFD's\NYSE\HUM.NYSE,4,3,0,1.0,USD,USD,USD,False
HII.NYSE,Huntington Ingalls Industries,Stock CFD's\NYSE\HII.NYSE,4,3,0,1.0,USD,USD,USD,False
IEX.NYSE,IDEX Corporation,Stock CFD's\NYSE\IEX.NYSE,4,3,0,1.0,USD,USD,USD,False
ITW.NYSE,Illinois Tool Works,Stock CFD's\NYSE\ITW.NYSE,4,3,0,1.0,USD,USD,USD,False
IR.NYSE,Ingersoll Rand,Stock CFD's\NYSE\IR.NYSE,4,3,0,1.0,USD,USD,USD,False
ICE.NYSE,Intercontinental Exchange,Stock CFD's\NYSE\ICE.NYSE,4,3,0,1.0,USD,USD,USD,False
IP.NYSE,International Paper,Stock CFD's\NYSE\IP.NYSE,4,3,0,1.0,USD,USD,USD,False
IPG.NYSE,Interpublic Group,Stock CFD's\NYSE\IPG.NYSE,4,3,0,1.0,USD,USD,USD,False
IFF.NYSE,International Flavors & Fragrances,Stock CFD's\NYSE\IFF.NYSE,4,3,0,1.0,USD,USD,USD,False
IVZ.NYSE,Invesco Ltd.,Stock CFD's\NYSE\IVZ.NYSE,4,3,0,1.0,USD,USD,USD,False
NI.NYSE,NiSource Inc.,Stock CFD's\NYSE\NI.NYSE,4,3,0,1.0,USD,USD,USD,False
IQV.NYSE,IQVIA Holdings Inc.,Stock CFD's\NYSE\IQV.NYSE,4,3,0,1.0,USD,USD,USD,False
IRM.NYSE,Iron Mountain Incorporated,Stock CFD's\NYSE\IRM.NYSE,4,3,0,1.0,USD,USD,USD,False
J.NYSE,Jacobs Engineering Group,Stock CFD's\NYSE\J.NYSE,4,3,0,1.0,USD,USD,USD,False
SJM.NYSE,JM Smucker,Stock CFD's\NYSE\SJM.NYSE,4,3,0,1.0,USD,USD,USD,False
JCI.NYSE,Johnson Controls International,Stock CFD's\NYSE\JCI.NYSE,3,3,0,1.0,USD,USD,USD,False
K.NYSE,Kellogg Co.,Stock CFD's\NYSE\K.NYSE,4,3,0,1.0,USD,USD,USD,False
KEY.NYSE,KeyCorp,Stock CFD's\NYSE\KEY.NYSE,4,3,0,1.0,USD,USD,USD,False
KEYS.NYSE,Keysight Technologies,Stock CFD's\NYSE\KEYS.NYSE,4,3,0,1.0,USD,USD,USD,False
KIM.NYSE,Kimco Realty,Stock CFD's\NYSE\KIM.NYSE,4,3,0,1.0,USD,USD,USD,False
KMI.NYSE,Kinder Morgan,Stock CFD's\NYSE\KMI.NYSE,4,3,0,1.0,USD,USD,USD,False
KR.NYSE,Kroger Co.,Stock CFD's\NYSE\KR.NYSE,4,3,0,1.0,USD,USD,USD,False
LB.NYSE,L Brands Inc.,Stock CFD's\NYSE\LB.NYSE,0,3,0,1.0,USD,USD,USD,False
LHX.NYSE,L3Harris Technologies,Stock CFD's\NYSE\LHX.NYSE,4,3,0,1.0,USD,USD,USD,False
LH.NYSE,Laboratory Corp. of America Holding,Stock CFD's\NYSE\LH.NYSE,4,3,0,1.0,USD,USD,USD,False
LW.NYSE,Lamb Weston Holdings Inc,Stock CFD's\NYSE\LW.NYSE,4,3,0,1.0,USD,USD,USD,False
LVS.NYSE,Las Vegas Sands,Stock CFD's\NYSE\LVS.NYSE,4,3,0,1.0,USD,USD,USD,False
LEG.NYSE,Leggett & Platt,Stock CFD's\NYSE\LEG.NYSE,4,3,0,1.0,USD,USD,USD,False
LDOS.NYSE,Leidos Holdings,Stock CFD's\NYSE\LDOS.NYSE,4,3,0,1.0,USD,USD,USD,False
LEN.NYSE,Lennar Corp.,Stock CFD's\NYSE\LEN.NYSE,4,3,0,1.0,USD,USD,USD,False
LNC.NYSE,Lincoln National,Stock CFD's\NYSE\LNC.NYSE,4,3,0,1.0,USD,USD,USD,False
LYV.NYSE,Live Nation Entertainment,Stock CFD's\NYSE\LYV.NYSE,4,3,0,1.0,USD,USD,USD,False
L.NYSE,Loews Corp.,Stock CFD's\NYSE\L.NYSE,4,3,0,1.0,USD,USD,USD,False
LOW.NYSE,Lowe's Cos.,Stock CFD's\NYSE\LOW.NYSE,4,3,0,1.0,USD,USD,USD,False
LUMN.NYSE,Lumen Technologies,Stock CFD's\NYSE\LUMN.NYSE,4,3,0,1.0,USD,USD,USD,False
LYB.NYSE,LyondellBasell,Stock CFD's\NYSE\LYB.NYSE,4,3,0,1.0,USD,USD,USD,False
MTB.NYSE,M&T Bank Corp.,Stock CFD's\NYSE\MTB.NYSE,4,3,0,1.0,USD,USD,USD,False
MPC.NYSE,Marathon Petroleum,Stock CFD's\NYSE\MPC.NYSE,4,3,0,1.0,USD,USD,USD,False
MMC.NYSE,Marsh & McLennan,Stock CFD's\NYSE\MMC.NYSE,4,3,0,1.0,USD,USD,USD,False
MLM.NYSE,Martin Marietta Materials,Stock CFD's\NYSE\MLM.NYSE,4,3,0,1.0,USD,USD,USD,False
MAS.NYSE,Masco Corp.,Stock CFD's\NYSE\MAS.NYSE,4,3,0,1.0,USD,USD,USD,False
MKC.NYSE,McCormick & Co.,Stock CFD's\NYSE\MKC.NYSE,4,3,0,1.0,USD,USD,USD,False
MCK.NYSE,McKesson Corp.,Stock CFD's\NYSE\MCK.NYSE,3,3,0,1.0,USD,USD,USD,False
MDT.NYSE,Medtronic plc,Stock CFD's\NYSE\MDT.NYSE,4,3,0,1.0,USD,USD,USD,False
MET.NYSE,MetLife Inc.,Stock CFD's\NYSE\MET.NYSE,3,3,0,1.0,USD,USD,USD,False
MTD.NYSE,Mettler Toledo,Stock CFD's\NYSE\MTD.NYSE,3,3,0,1.0,USD,USD,USD,False
MGM.NYSE,MGM Resorts International,Stock CFD's\NYSE\MGM.NYSE,4,3,0,1.0,USD,USD,USD,False
MAA.NYSE,Mid-America Apartments,Stock CFD's\NYSE\MAA.NYSE,4,3,0,1.0,USD,USD,USD,False
MHK.NYSE,Mohawk Industries,Stock CFD's\NYSE\MHK.NYSE,4,3,0,1.0,USD,USD,USD,False
TAP.NYSE,Molson Coors Beverage Company,Stock CFD's\NYSE\TAP.NYSE,4,3,0,1.0,USD,USD,USD,False
MCO.NYSE,Moody's Corp,Stock CFD's\NYSE\MCO.NYSE,4,3,0,1.0,USD,USD,USD,False
MOS.NYSE,The Mosaic Company,Stock CFD's\NYSE\MOS.NYSE,4,3,0,1.0,USD,USD,USD,False
MSI.NYSE,Motorola Solutions Inc.,Stock CFD's\NYSE\MSI.NYSE,4,3,0,1.0,USD,USD,USD,False
MSCI.NYSE,MSCI Inc,Stock CFD's\NYSE\MSCI.NYSE,4,3,0,1.0,USD,USD,USD,False
NEM.NYSE,Newmont Corporation,Stock CFD's\NYSE\NEM.NYSE,4,3,0,1.0,USD,USD,USD,False
NSC.NYSE,Norfolk Southern Corp.,Stock CFD's\NYSE\NSC.NYSE,4,3,0,1.0,USD,USD,USD,False
NOC.NYSE,Northrop Grumman,Stock CFD's\NYSE\NOC.NYSE,4,3,0,1.0,USD,USD,USD,False
NCLH.NYSE,Norwegian Cruise Line Holdings,Stock CFD's\NYSE\NCLH.NYSE,4,3,0,1.0,USD,USD,USD,False
NOV.NYSE,NOV Inc.,Stock CFD's\NYSE\NOV.NYSE,4,3,0,1.0,USD,USD,USD,False
NRG.NYSE,NRG Energy,Stock CFD's\NYSE\NRG.NYSE,3,3,0,1.0,USD,USD,USD,False
NUE.NYSE,Nucor Corp.,Stock CFD's\NYSE\NUE.NYSE,4,3,0,1.0,USD,USD,USD,False
NVR.NYSE,"NVR, Inc.",Stock CFD's\NYSE\NVR.NYSE,4,3,0,1.0,USD,USD,USD,False
OXY.NYSE,Occidental Petroleum,Stock CFD's\NYSE\OXY.NYSE,4,3,0,1.0,USD,USD,USD,False
OMC.NYSE,Omnicom Group,Stock CFD's\NYSE\OMC.NYSE,4,3,0,1.0,USD,USD,USD,False
OKE.NYSE,ONEOK,Stock CFD's\NYSE\OKE.NYSE,4,3,0,1.0,USD,USD,USD,False
OTIS.NYSE,Otis Worldwide,Stock CFD's\NYSE\OTIS.NYSE,4,3,0,1.0,USD,USD,USD,False
PKG.NYSE,Packaging Corporation of America,Stock CFD's\NYSE\PKG.NYSE,4,3,0,1.0,USD,USD,USD,False
PH.NYSE,Parker-Hannifin,Stock CFD's\NYSE\PH.NYSE,3,3,0,1.0,USD,USD,USD,False
PAYC.NYSE,Paycom,Stock CFD's\NYSE\PAYC.NYSE,3,3,0,1.0,USD,USD,USD,False
PNR.NYSE,Pentair plc,Stock CFD's\NYSE\PNR.NYSE,4,3,0,1.0,USD,USD,USD,False
PRGO.NYSE,Perrigo,Stock CFD's\NYSE\PRGO.NYSE,4,3,0,1.0,USD,USD,USD,False
PSX.NYSE,Phillips 66,Stock CFD's\NYSE\PSX.NYSE,4,3,0,1.0,USD,USD,USD,False
PNW.NYSE,Pinnacle West Capital,Stock CFD's\NYSE\PNW.NYSE,4,3,0,1.0,USD,USD,USD,False
PNC.NYSE,PNC Financial Services,Stock CFD's\NYSE\PNC.NYSE,4,3,0,1.0,USD,USD,USD,False
PPG.NYSE,PPG Industries,Stock CFD's\NYSE\PPG.NYSE,4,3,0,1.0,USD,USD,USD,False
PPL.NYSE,PPL Corp.,Stock CFD's\NYSE\PPL.NYSE,4,3,0,1.0,USD,USD,USD,False
PGR.NYSE,Progressive Corp.,Stock CFD's\NYSE\PGR.NYSE,4,3,0,1.0,USD,USD,USD,False
PLD.NYSE,Prologis,Stock CFD's\NYSE\PLD.NYSE,4,3,0,1.0,USD,USD,USD,False
PRU.NYSE,Prudential Financial,Stock CFD's\NYSE\PRU.NYSE,4,3,0,1.0,USD,USD,USD,False
PEG.NYSE,Public Service Enterprise Group (PSEG),Stock CFD's\NYSE\PEG.NYSE,4,3,0,1.0,USD,USD,USD,False
PSA.NYSE,Public Storage,Stock CFD's\NYSE\PSA.NYSE,4,3,0,1.0,USD,USD,USD,False
PHM.NYSE,PulteGroup,Stock CFD's\NYSE\PHM.NYSE,4,3,0,1.0,USD,USD,USD,False
PVH.NYSE,PVH Corp.,Stock CFD's\NYSE\PVH.NYSE,4,3,0,1.0,USD,USD,USD,False
PWR.NYSE,Quanta Services Inc.,Stock CFD's\NYSE\PWR.NYSE,4,3,0,1.0,USD,USD,USD,False
DGX.NYSE,Quest Diagnostics,Stock CFD's\NYSE\DGX.NYSE,4,3,0,1.0,USD,USD,USD,False
RJF.NYSE,"Raymond James Financial, Inc.",Stock CFD's\NYSE\RJF.NYSE,4,3,0,1.0,USD,USD,USD,False
RYN.NYSE,Rayonier Inc.,Stock CFD's\NYSE\RYN.NYSE,3,3,0,1.0,USD,USD,USD,False
O.NYSE,Realty Income Corporation,Stock CFD's\NYSE\O.NYSE,4,3,0,1.0,USD,USD,USD,False
RF.NYSE,Regions Financial Corp.,Stock CFD's\NYSE\RF.NYSE,4,3,0,1.0,USD,USD,USD,False
RSG.NYSE,Republic Services Inc,Stock CFD's\NYSE\RSG.NYSE,4,3,0,1.0,USD,USD,USD,False
RMD.NYSE,ResMed,Stock CFD's\NYSE\RMD.NYSE,4,3,0,1.0,USD,USD,USD,False
RHI.NYSE,Robert Half International,Stock CFD's\NYSE\RHI.NYSE,4,3,0,1.0,USD,USD,USD,False
ROK.NYSE,Rockwell Automation Inc.,Stock CFD's\NYSE\ROK.NYSE,3,3,0,1.0,USD,USD,USD,False
ROL.NYSE,"Rollins, Inc.",Stock CFD's\NYSE\ROL.NYSE,4,3,0,1.0,USD,USD,USD,False
ROP.NYSE,Roper Technologies,Stock CFD's\NYSE\ROP.NYSE,4,3,0,1.0,USD,USD,USD,False
RCL.NYSE,Royal Caribbean Group,Stock CFD's\NYSE\RCL.NYSE,4,3,0,1.0,USD,USD,USD,False
SPGI.NYSE,S&P Global Inc.,Stock CFD's\NYSE\SPGI.NYSE,4,3,0,1.0,USD,USD,USD,False
CRM.NYSE,Salesforce.com,Stock CFD's\NYSE\CRM.NYSE,4,3,0,1.0,USD,USD,USD,False
SEE.NYSE,Sealed Air,Stock CFD's\NYSE\SEE.NYSE,4,3,0,1.0,USD,USD,USD,False
SRE.NYSE,Sempra Energy,Stock CFD's\NYSE\SRE.NYSE,4,3,0,1.0,USD,USD,USD,False
NOW.NYSE,ServiceNow,Stock CFD's\NYSE\NOW.NYSE,4,3,0,1.0,USD,USD,USD,False
SPG.NYSE,Simon Property Group Inc,Stock CFD's\NYSE\SPG.NYSE,4,3,0,1.0,USD,USD,USD,False
SLG.NYSE,SL Green Realty,Stock CFD's\NYSE\SLG.NYSE,4,3,0,1.0,USD,USD,USD,False
SNA.NYSE,Snap-on,Stock CFD's\NYSE\SNA.NYSE,4,3,0,1.0,USD,USD,USD,False
SO.NYSE,Southern Company,Stock CFD's\NYSE\SO.NYSE,4,3,0,1.0,USD,USD,USD,False
LUV.NYSE,Southwest Airlines,Stock CFD's\NYSE\LUV.NYSE,4,3,0,1.0,USD,USD,USD,False
SWK.NYSE,Stanley Black & Decker,Stock CFD's\NYSE\SWK.NYSE,4,3,0,1.0,USD,USD,USD,False
STT.NYSE,State Street Corp.,Stock CFD's\NYSE\STT.NYSE,4,3,0,1.0,USD,USD,USD,False
STE.NYSE,STERIS plc,Stock CFD's\NYSE\STE.NYSE,3,3,0,1.0,USD,USD,USD,False
SYK.NYSE,Stryker Corp.,Stock CFD's\NYSE\SYK.NYSE,4,3,0,1.0,USD,USD,USD,False
SYF.NYSE,Synchrony Financial,Stock CFD's\NYSE\SYF.NYSE,4,3,0,1.0,USD,USD,USD,False
SYY.NYSE,Sysco Corp.,Stock CFD's\NYSE\SYY.NYSE,4,3,0,1.0,USD,USD,USD,False
TPR.NYSE,"Tapestry, Inc.",Stock CFD's\NYSE\TPR.NYSE,3,3,0,1.0,USD,USD,USD,False
TGT.NYSE,Target Corp.,Stock CFD's\NYSE\TGT.NYSE,4,3,0,1.0,USD,USD,USD,False
TEL.NYSE,TE Connectivity Ltd.,Stock CFD's\NYSE\TEL.NYSE,4,3,0,1.0,USD,USD,USD,False
FTI.NYSE,TechnipFMC,Stock CFD's\NYSE\FTI.NYSE,4,3,0,1.0,USD,USD,USD,False
TDY.NYSE,Teledyne Technologies,Stock CFD's\NYSE\TDY.NYSE,4,3,0,1.0,USD,USD,USD,False
TFX.NYSE,Teleflex,Stock CFD's\NYSE\TFX.NYSE,3,3,0,1.0,USD,USD,USD,False
TXT.NYSE,Textron Inc.,Stock CFD's\NYSE\TXT.NYSE,4,3,0,1.0,USD,USD,USD,False
TJX.NYSE,TJX Companies Inc.,Stock CFD's\NYSE\TJX.NYSE,4,3,0,1.0,USD,USD,USD,False
TT.NYSE,Trane Technologies plc,Stock CFD's\NYSE\TT.NYSE,4,3,0,1.0,USD,USD,USD,False
TDG.NYSE,TransDigm Group,Stock CFD's\NYSE\TDG.NYSE,3,3,0,1.0,USD,USD,USD,False
TRV.NYSE,The Travelers Companies Inc.,Stock CFD's\NYSE\TRV.NYSE,4,3,0,1.0,USD,USD,USD,False
TFC.NYSE,Truist Financial,Stock CFD's\NYSE\TFC.NYSE,4,3,0,1.0,USD,USD,USD,False
TYL.NYSE,Tyler Technologies,Stock CFD's\NYSE\TYL.NYSE,4,3,0,1.0,USD,USD,USD,False
TSN.NYSE,Tyson Foods,Stock CFD's\NYSE\TSN.NYSE,4,3,0,1.0,USD,USD,USD,False
UDR.NYSE,"UDR, Inc.",Stock CFD's\NYSE\UDR.NYSE,4,3,0,1.0,USD,USD,USD,False
UAA.NYSE,Under Armour (Class A),Stock CFD's\NYSE\UAA.NYSE,3,3,0,1.0,USD,USD,USD,False
UA.NYSE,Under Armour (Class C),Stock CFD's\NYSE\UA.NYSE,4,3,0,1.0,USD,USD,USD,False
URI.NYSE,"United Rentals, Inc.",Stock CFD's\NYSE\URI.NYSE,4,3,0,1.0,USD,USD,USD,False
UHS.NYSE,Universal Health Services,Stock CFD's\NYSE\UHS.NYSE,4,3,0,1.0,USD,USD,USD,False
UNM.NYSE,Unum Group,Stock CFD's\NYSE\UNM.NYSE,4,3,0,1.0,USD,USD,USD,False
VLO.NYSE,Valero Energy,Stock CFD's\NYSE\VLO.NYSE,4,3,0,1.0,USD,USD,USD,False
VTR.NYSE,Ventas Inc,Stock CFD's\NYSE\VTR.NYSE,4,3,0,1.0,USD,USD,USD,False
VFC.NYSE,VF Corporation,Stock CFD's\NYSE\VFC.NYSE,4,3,0,1.0,USD,USD,USD,False
VNO.NYSE,Vornado Realty Trust,Stock CFD's\NYSE\VNO.NYSE,4,3,0,1.0,USD,USD,USD,False
VMC.NYSE,Vulcan Materials,Stock CFD's\NYSE\VMC.NYSE,4,3,0,1.0,USD,USD,USD,False
WRB.NYSE,W. R. Berkley Corporation,Stock CFD's\NYSE\WRB.NYSE,4,3,0,1.0,USD,USD,USD,False
WAB.NYSE,Westinghouse Air Brake Technologies Corp,Stock CFD's\NYSE\WAB.NYSE,4,3,0,1.0,USD,USD,USD,False
WM.NYSE,Waste Management Inc.,Stock CFD's\NYSE\WM.NYSE,4,3,0,1.0,USD,USD,USD,False
WAT.NYSE,Waters Corporation,Stock CFD's\NYSE\WAT.NYSE,4,3,0,1.0,USD,USD,USD,False
WEC.NYSE,WEC Energy Group,Stock CFD's\NYSE\WEC.NYSE,4,3,0,1.0,USD,USD,USD,False
WELL.NYSE,Welltower Inc.,Stock CFD's\NYSE\WELL.NYSE,4,3,0,1.0,USD,USD,USD,False
WST.NYSE,West Pharmaceutical Services,Stock CFD's\NYSE\WST.NYSE,4,3,0,1.0,USD,USD,USD,False
WU.NYSE,Western Union Co,Stock CFD's\NYSE\WU.NYSE,4,3,0,1.0,USD,USD,USD,False
WY.NYSE,Weyerhaeuser,Stock CFD's\NYSE\WY.NYSE,4,3,0,1.0,USD,USD,USD,False
WHR.NYSE,Whirlpool Corp.,Stock CFD's\NYSE\WHR.NYSE,4,3,0,1.0,USD,USD,USD,False
WMB.NYSE,Williams Companies,Stock CFD's\NYSE\WMB.NYSE,4,3,0,1.0,USD,USD,USD,False
XYL.NYSE,Xylem Inc.,Stock CFD's\NYSE\XYL.NYSE,4,3,0,1.0,USD,USD,USD,False
YUM.NYSE,Yum! Brands Inc,Stock CFD's\NYSE\YUM.NYSE,4,3,0,1.0,USD,USD,USD,False
ZBH.NYSE,Zimmer Biomet Inc.,Stock CFD's\NYSE\ZBH.NYSE,4,3,0,1.0,USD,USD,USD,False
ZTS.NYSE,Zoetis Inc.,Stock CFD's\NYSE\ZTS.NYSE,4,3,0,1.0,USD,USD,USD,False
SE.NYSE,Sea Limited American Depositary Shares,Stock CFD's\NYSE\SE.NYSE,4,3,0,1.0,USD,USD,USD,False
SQ.NYSE,Square Inc. Class A Common Stock,Stock CFD's\NYSE\SQ.NYSE,3,3,0,1.0,USD,USD,USD,False
RTX.NYSE,Raytheon Technologies Corporation Common Stock,Stock CFD's\NYSE\RTX.NYSE,4,3,0,1.0,USD,USD,USD,False
SNAP.NYSE,Snap Inc. Class A Common Stock,Stock CFD's\NYSE\SNAP.NYSE,3,3,0,1.0,USD,USD,USD,False
SNOW.NYSE,Snowflake Inc. Class A Common Stock,Stock CFD's\NYSE\SNOW.NYSE,4,3,0,1.0,USD,USD,USD,False
SCCO.NYSE,Southern Copper Corporation Common Stock,Stock CFD's\NYSE\SCCO.NYSE,4,3,0,1.0,USD,USD,USD,False
CVNA.NYSE,Carvana Co. Class A Common Stock,Stock CFD's\NYSE\CVNA.NYSE,4,3,0,1.0,USD,USD,USD,False
BX.NYSE,The Blackstone Group Inc. Class A Common Stock,Stock CFD's\NYSE\BX.NYSE,4,3,0,1.0,USD,USD,USD,False
EPD.NYSE,Enterprise Products Partners L.P. Common Stock,Stock CFD's\NYSE\EPD.NYSE,4,3,0,1.0,USD,USD,USD,False
TDOC.NYSE,Teladoc Health Inc. Common Stock,Stock CFD's\NYSE\TDOC.NYSE,4,3,0,1.0,USD,USD,USD,False
RKT.NYSE,Rocket Companies Inc. Class A Common Stock,Stock CFD's\NYSE\RKT.NYSE,4,3,0,1.0,USD,USD,USD,False
PANW.NYSE,Palo Alto Networks Inc. Common Stock,Stock CFD's\NYSE\PANW.NYSE,4,3,0,1.0,USD,USD,USD,False
W.NYSE,Wayfair Inc. Class A Common Stock,Stock CFD's\NYSE\W.NYSE,4,3,0,1.0,USD,USD,USD,False
KKR.NYSE,KKR & Co. Inc. Common Stock,Stock CFD's\NYSE\KKR.NYSE,3,3,0,1.0,USD,USD,USD,False
NET.NYSE,Cloudflare Inc. Class A Common Stock,Stock CFD's\NYSE\NET.NYSE,4,3,0,1.0,USD,USD,USD,False
YUMC.NYSE,Yum China Holdings Inc. Common Stock,Stock CFD's\NYSE\YUMC.NYSE,4,3,0,1.0,USD,USD,USD,False
MPLX.NYSE,MPLX LP Common Units Representing Limited Partner Interests,Stock CFD's\NYSE\MPLX.NYSE,4,3,0,1.0,USD,USD,USD,False
PCG.NYSE,Pacific Gas & Electric Co. Common Stock,Stock CFD's\NYSE\PCG.NYSE,4,3,0,1.0,USD,USD,USD,False
HUBS.NYSE,HubSpot Inc. Common Stock,Stock CFD's\NYSE\HUBS.NYSE,3,3,0,1.0,USD,USD,USD,False
EPAM.NYSE,EPAM Systems Inc. Common Stock,Stock CFD's\NYSE\EPAM.NYSE,3,3,0,1.0,USD,USD,USD,False
UI.NYSE,Ubiquiti Inc. Common Stock,Stock CFD's\NYSE\UI.NYSE,3,3,0,1.0,USD,USD,USD,False
GNRC.NYSE,Generac Holdlings Inc. Common Stock,Stock CFD's\NYSE\GNRC.NYSE,4,3,0,1.0,USD,USD,USD,False
QS.NYSE,QuantumScape Corporation Class A Common Stock,Stock CFD's\NYSE\QS.NYSE,4,3,0,1.0,USD,USD,USD,False
CUK.NYSE,Carnival Plc ADS ADS,Stock CFD's\NYSE\CUK.NYSE,4,3,0,1.0,USD,USD,USD,False
ATUS.NYSE,Altice USA Inc. Class A Common Stock,Stock CFD's\NYSE\ATUS.NYSE,3,3,0,1.0,USD,USD,USD,False
ET.NYSE,Energy Transfer LP Common Units,Stock CFD's\NYSE\ET.NYSE,3,3,0,1.0,USD,USD,USD,False
TRU.NYSE,TransUnion Common Stock,Stock CFD's\NYSE\TRU.NYSE,4,3,0,1.0,USD,USD,USD,False
HEI.NYSE,Heico Corporation Common Stock,Stock CFD's\NYSE\HEI.NYSE,4,3,0,1.0,USD,USD,USD,False
INVH.NYSE,Invitation Homes Inc. Common Stock,Stock CFD's\NYSE\INVH.NYSE,4,3,0,1.0,USD,USD,USD,False
SUI.NYSE,Sun Communities Inc. Common Stock,Stock CFD's\NYSE\SUI.NYSE,4,3,0,1.0,USD,USD,USD,False
ALLY.NYSE,Ally Financial Inc. Common Stock,Stock CFD's\NYSE\ALLY.NYSE,4,3,0,1.0,USD,USD,USD,False
MKL.NYSE,Markel Corporation Common Stock,Stock CFD's\NYSE\MKL.NYSE,4,3,0,1.0,USD,USD,USD,False
DT.NYSE,Dynatrace Inc. Common Stock,Stock CFD's\NYSE\DT.NYSE,4,3,0,1.0,USD,USD,USD,False
ESTC.NYSE,Elastic N.V. Ordinary Shares,Stock CFD's\NYSE\ESTC.NYSE,4,3,0,1.0,USD,USD,USD,False
CRL.NYSE,Charles River Laboratories International Inc. Common Stock,Stock CFD's\NYSE\CRL.NYSE,3,3,0,1.0,USD,USD,USD,False
GDDY.NYSE,GoDaddy Inc. Class A Common Stock,Stock CFD's\NYSE\GDDY.NYSE,4,3,0,1.0,USD,USD,USD,False
SAM.NYSE,Boston Beer Company Inc. (The) Common Stock,Stock CFD's\NYSE\SAM.NYSE,4,3,0,1.0,USD,USD,USD,False
ELAN.NYSE,Elanco Animal Health Incorporated Common Stock,Stock CFD's\NYSE\ELAN.NYSE,4,3,0,1.0,USD,USD,USD,False
FICO.NYSE,Fair Isaac Corproration Common Stock,Stock CFD's\NYSE\FICO.NYSE,3,3,0,1.0,USD,USD,USD,False
SMG.NYSE,Scotts Miracle-Gro Company (The) Common Stock,Stock CFD's\NYSE\SMG.NYSE,3,3,0,1.0,USD,USD,USD,False
CCK.NYSE,Crown Holdings Inc.,Stock CFD's\NYSE\CCK.NYSE,4,3,0,1.0,USD,USD,USD,False
MPW.NYSE,Medical Properties Trust Inc. common stock,Stock CFD's\NYSE\MPW.NYSE,4,3,0,1.0,USD,USD,USD,False
MOH.NYSE,Molina Healthcare Inc Common Stock,Stock CFD's\NYSE\MOH.NYSE,4,3,0,1.0,USD,USD,USD,False
BRO.NYSE,Brown & Brown Inc. Common Stock,Stock CFD's\NYSE\BRO.NYSE,4,3,0,1.0,USD,USD,USD,False
WPC.NYSE,W. P. Carey Inc. REIT,Stock CFD's\NYSE\WPC.NYSE,4,3,0,1.0,USD,USD,USD,False
TREX.NYSE,Trex Company Inc. Common Stock,Stock CFD's\NYSE\TREX.NYSE,4,3,0,1.0,USD,USD,USD,False
EQH.NYSE,Equitable Holdings Inc. Common Stock,Stock CFD's\NYSE\EQH.NYSE,4,3,0,1.0,USD,USD,USD,False
FDS.NYSE,FactSet Research Systems Inc. Common Stock,Stock CFD's\NYSE\FDS.NYSE,4,3,0,1.0,USD,USD,USD,False
NLY.NYSE,Annaly Capital Management Inc Common Stock,Stock CFD's\NYSE\NLY.NYSE,4,3,0,1.0,USD,USD,USD,False
FNF.NYSE,FNF Group of Fidelity National Financial Inc. Common Stock,Stock CFD's\NYSE\FNF.NYSE,3,3,0,1.0,USD,USD,USD,False
