ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
1066137079,1304866735,2025-11-06 08:23:19,1762417399969,0,0,0,1304866735,0,0.01,3051.7,0.0,0.0,0.0,0.0,XAUGBP,,
1066141457,1304871486,2025-11-06 08:27:13,1762417633848,1,1,0,1304675367,1,0.01,0.91776,0.0,0.0,-0.18,0.0,AUDCAD,,
1066141458,1304871488,2025-11-06 08:27:13,1762417633869,1,1,0,1304674602,1,0.01,0.65095,0.0,0.0,-0.09,0.0,AUDUSD,,
1066141459,1304871489,2025-11-06 08:27:13,1762417633869,1,1,0,1304820116,1,0.01,1.76817,0.0,0.0,-0.01,0.0,EURAUD,,
1066141460,1304871490,2025-11-06 08:27:13,1762417633870,1,1,0,1304674341,1,0.01,1.62284,0.0,0.0,0.27,0.0,EURCAD,,
1066141461,1304871491,2025-11-06 08:27:13,1762417633870,1,1,0,1304675627,1,0.01,0.93143,0.0,0.0,0.3,0.0,EURCHF,,
1066141462,1304871492,2025-11-06 08:27:13,1762417633870,1,1,0,1304848917,1,0.01,0.88117,0.0,0.0,0.13,0.0,EURGBP,,
1066141463,1304871493,2025-11-06 08:27:13,1762417633871,1,1,0,1304856131,1,0.01,177.15,0.0,0.0,0.25,0.0,EURJPY,,
1066141464,1304871494,2025-11-06 08:27:13,1762417633871,1,1,0,1304847531,1,0.01,2.03325,0.0,0.0,0.03,0.0,EURNZD,,
1066141465,1304871495,2025-11-06 08:27:13,1762417633871,1,1,0,1304837448,1,0.01,1.15106,0.0,0.0,-0.04,0.0,EURUSD,,
1066141466,1304871496,2025-11-06 08:27:13,1762417633871,0,1,0,1304680526,1,0.01,2.00661,0.0,0.0,-0.23,0.0,GBPAUD,,
1066141467,1304871497,2025-11-06 08:27:13,1762417633872,1,1,0,1304674375,1,0.01,1.84157,0.0,0.0,-0.13,0.0,GBPCAD,,
1066141468,1304871498,2025-11-06 08:27:13,1762417633872,1,1,0,1304804174,1,0.01,201.026,0.0,0.0,0.33,0.0,GBPJPY,,
1066141469,1304871499,2025-11-06 08:27:13,1762417633872,1,1,0,1304818974,1,0.01,2.30729,0.0,0.0,0.09,0.0,GBPNZD,,
1066141470,1304871500,2025-11-06 08:27:13,1762417633872,0,1,0,1304846771,1,0.01,0.79821,0.0,0.0,-0.02,0.0,NZDCAD,,
1066141471,1304871501,2025-11-06 08:27:13,1762417633872,1,1,0,1304857634,1,0.01,0.56606,0.0,0.0,-0.22,0.0,NZDUSD,,
